brand_name,model_name,battery_type,resolution,os,video_4K,ram(GB),storage(GB),popularity,best_price,lowest_price,highest_price,sellers_amount,screen_size,memory_size,battery_size
9,1,1,1080x2408,166,0,8,128,6.79346613258001,9.648917831534549,13134.0,1,25.0,6.56,128,2
27,2,1,1080x2280,45,0,4,32,6.642486801367256,7.823645930834952,4574.0,167,1.0,5.7,32,14
17,1,1,1344x2772,166,1,8,256,6.304448802421981,6.419994928147142,517.0,1,28.0,3.4,64,2
103,1,1,720x1600,139,1,6,64,6.182084906716632,8.573951525234847,5255.0,1,2.0,6.0,32,23
16,1,1,1080x2340,139,0,6,64,6.208590026096629,7.651595573857601,2030.0,2,4.0,6.49,16,88
28,1,0,1170x2532,4,1,4,64,6.214608098422191,8.59044365315583,4574.0,167,1.0,6.3,64,3
103,1,1,720x1600,193,0,4,64,6.714170529909472,8.594154232552366,4574.0,167,1.0,5.1,32,54
23,2,0,1080x2340,63,0,6,64,4.543294782270004,8.041412909393047,4574.0,167,1.0,5.5,64,5
6,1,0,1440x3200,193,1,8,128,5.958424693029782,7.302496423727326,1189.0,1,4.0,3.4,64,1
1,1,1,1080x2400,166,1,8,128,6.385194398997726,7.669495251007694,1785.0,2,2.0,5.5,16,1
39,1,1,1080x2340,166,1,8,128,4.90527477843843,8.422882511944996,4574.0,167,1.0,6.2,64,88
60,1,1,720x1600,166,0,8,128,6.949856455000773,9.856160068128911,13134.0,2,37.0,6.1,128,8
7,1,0,1284x2778,4,1,6,128,6.20455776256869,8.107720061910534,3069.0,1,11.0,6.3,64,88
38,1,0,1440x2960,11,1,6,64,6.93828448401696,8.058960017769417,2999.0,5,17.0,6.5,32,36
103,1,0,720x1680,139,0,3,64,6.741700694652055,9.856160068128911,13134.0,2,22.0,6.4,1024,88
38,2,0,720x1280,1,0,3,32,5.6131281063880705,6.398594934535208,539.0,2,31.0,3.4,32,27
34,1,1,1080x2340,63,1,8,128,6.359573868672378,7.710653323501202,2090.0,1,10.0,6.21,16,13
58,1,1,1080x2400,166,1,8,128,6.2422232654551655,8.188411308079031,4574.0,167,1.0,6.26,32,88
34,2,0,1440x3120,63,1,4,64,5.680172609017068,9.216719978940223,9760.0,2,14.0,6.3,128,3
16,2,0,1080x2340,139,0,4,128,5.793013608384144,8.524962928680598,4880.0,3,6.0,6.41,64,4
20,1,1,1440x3120,139,1,6,128,6.923628628138427,7.931284761525891,2599.0,1,56.0,6.08,32,88
60,1,1,1080x2408,68,0,4,32,6.646390514847729,8.899457906353966,5190.0,1,3.0,4.0,64,3
33,1,1,1080x2280,166,1,8,128,5.204006687076795,8.513787398281405,4077.0,2,38.0,5.7,16,74
28,2,1,1080x2408,166,0,6,64,6.400257445308821,7.91644286012226,2689.0,3,9.0,5.71,16,14
60,1,1,720x1600,166,0,4,32,6.875232087276577,9.856160068128911,13134.0,1,37.0,6.1,128,5
